TAG,DESCRIÇÃO,ENTRADA,SAÍDA,SEVERIDADE,ALARME,Invertido,,,
I731U012XV02,BY-PASS BP - RESET PARTIDA UNID,ATUADO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I731U012XV03,BY-PASS BP - MODO PARTIDA UNID COM VÁCUO,ATUADO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I731ZH4010,VÁLV. BLOWN-DOWN ABERTA,ABERTA,NÃO ABERTA,ALTA,SIM,NÃO,,,
I731ZH4053,VV FLUXO REVERSO TURBINA AP LE,ABERTA,NÃO ABERTA,ALTA,SIM,NÃO,,,
I731ZH4063,VV FLUXO REVERSO TURBINA AP LD,ABERTA,NÃO ABERTA,ALTA,SIM,NÃO,,,
I731ZH4601,VALVULA BLOQUEIO BY-PASS PB LE,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I731ZH4611,VALVULA BLOQUEIO BY-PASS PB LD,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I731ZL4009,VÁLV. BLOWN-DOWN FECHADA ,NÃO FECHADA,FECHADA,MEDIA,SIM,SIM,,,
I731ZL4054,VV FLUXO REVERSO TURBINA AP LE,NÃO FECHADA,FECHADA,MEDIA,SIM,SIM,,,
I731ZL4064,VV FLUXO REVERSO TURBINA AP LD,NÃO FECHADA,FECHADA,MEDIA,SIM,SIM,,,
I731ZL4603,BY-PASS BAIXA PRESSÃO LE (PCV4601),FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO, ,,
I731ZL4604,VALVULA BLOQUEIO BY-PASS PB LE,FECHADA,NÃO FECHADA,ALTA,SIM,NÃO,,,
I731ZL4613,BY-PASS BAIXA PRESSÃO LD (PCV4602),FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I731ZL4614,VALVULA BLOQUEIO BY-PASS PB LD,FECHADA,NÃO FECHADA,ALTA,SIM,NÃO,,,
I731ZL4902,RELE TRIP MECANICO,ATUADO,NÃO ATUADO,ALTA,SIM,NÃO,,,
I731ZM2087,VÁLVULA VENTILAÇÃO TURBINA (BPVV),ABERTA,NÃO ABERTA,ALTA,SIM,NÃO,,,
I731ZM2088,VÁLVULA VENTILAÇÃO TURBINA (BPVV),NÃO FECHADA,FECHADA,ALTA,SIM,SIM,,,
I731ZS4900,PISTÃO RESET RELÉ TRIP MECÂNICO,ATUADO,NORMALIZADA,ALTA,SIM,SIM,,,
I731ZS4901,RELÉ TRIP MECÂNICO,ATUADO,NORMALIZADA,ALTA,SIM,NÃO,,,
I731ZS4903,VÁLVULA LOCK OUT,ATUADO,NORMALIZADA,ALTA,SIM,NÃO,,,
I731ZS4904,VÁLVULA 1 RELÉ PRINCIPAL TRIP TURBINA,NORMAL,TRIP,ALTA,SIM,SIM,,,
I731ZS4905,VÁLVULA 2 RELÉ PRINCIPAL TRIP TURBINA,NORMAL,TRIP,ALTA,SIM,SIM,,,
I733PH4002,ATEMPERAÇÃO EXAUSTÃO TURBINA BP,OPERANDO,NORMALIZADA,ALTA,SIM,NÃO,,,
I733THH4003,TEMP EXAUSTÃO TURBINA BP,MUITO ALTA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I733TVH4004,TEMP EXAUSTÃO TURBINA BP (LOGICA 2 DE 3),ALTISSIMA,NORMALIZADA,ALTA,SIM,NÃO,,,
I734EMD4001,EXAUSTOR TANQUE ÓLEO LUB TURBINA,DESLIGADO,LIGADO,MEDIA,NÃO,NÃO,,,
I734EMD4003,BOMBA AUXILIAR ÓLEO TURBINA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I734EMD4004,BOMBA ÓLEO VIRADOR TURBINA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I734EMD4005,BOMBA EMERGÊNCIA ÓLEO TURBINA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I734EMD4100,VIRADOR TURBINA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I734EML4001,EXAUSTOR TANQUE ÓLEO LUB TURBINA,LIGADO,DESLIGADO,ALTA,NÃO,NÃO,,,
I734EML4003,BOMBA AUXILIAR ÓLEO TURBINA,LIGADO,DESLIGADO,ALTA,NÃO,NÃO,,,
I734EML4004,BOMBA ÓLEO VIRADOR TURBINA,LIGADO,DESLIGADO,ALTA,NÃO,NÃO,,,
I734EML4005,BOMBA EMERGÊNCIA ÓLEO TURBINA,LIGADO,DESLIGADO,ALTA,NÃO,NÃO,,,
I734EML4100,VIRADOR TURBINA,LIGADO,DESLIGADO,ALTA,NÃO,NÃO,,,
I734EMT4003,BOMBA AUXILIAR ÓLEO TURBINA,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I734EMT4004,BOMBA ÓLEO VIRADOR TURBINA,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I734EMT4005A,BOMBA EMERGÊNCIA ÓLEO TURBINA,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I734EMT4100,VIRADOR TURBINA,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I734EMX4601,OPERAÇÃO UNID HIDR 1 BY-PASS BP,TEMPO EXCEDIDO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734EMX4602,OPERAÇÃO UNID HIDR 2 BY-PASS BP,TEMPO EXCEDIDO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734EVS4100D,VVA SOL ENGATE VIRADOR TURBINA,DESENERGIZADA,ENERGIZADA,MEDIA,NÃO,NÃO,,,
I734EVS4100L,VVA SOL ENGATE VIRADOR TURBINA,ENERGIZADA,DESENERGIZADA,MEDIA,NÃO,NÃO,,,
I734LH4002,NÍVEL TANQUE ÓLEO LUBRIFICAÇÃO TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734LL4003,NÍVEL TANQUE ÓLEO LUBRIFICAÇÃO TURBINA,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734MBB4005,BBA EMERG ÓLEO TURBINA,INDISPONÍVEL,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734PH4020,BBA EMERG ÓLEO TURBINA,OPERANDO,PARADA,ALTA,SIM,NÃO,,,
I734PL4008,PRES ÓLEO LUBRIFICAÇÃO TURBINA,BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I734PLL4011,PRES ÓLEO LUBRIFICAÇÃO TURBINA,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I734SH4001,ROTOR TURBINA PARADO OU GIRO LENTO LIGADO E DESENGATADO,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I734SL4001,VELO TURB < 3 RPM E VIRADOR DESENGATADO,,,,,,,,
I734TH3107,TEMP METAL SUP MANCAL ESCORA L ATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3109,TEMP METAL SUP MANCAL ESCORA L ATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3111,TEMP METAL INF MANCAL ESCORA L ATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3113,TEMP METAL INF MANCAL ESCORA L ATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3115,TEMP METAL SUP MANCAL ESCORA L INATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3117,TEMP METAL SUP MANCAL ESCORA L INATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3119,TEMP METAL MANCAL 1 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3121,TEMP METAL MANCAL 1 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3123,TEMP METAL MANCAL 2 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3125,TEMP METAL MANCAL 2 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3127,TEMP METAL MANCAL 3 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3129,TEMP METAL MANCAL 4 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3131,TEMP ÓLEO MANCAL ESCORA TURB L ATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3133,TEMP ÓLEO MANCAL ESCORA TURB L INATIVO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3135,TEMP ÓLEO DESC MANCAL 1 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3137,TEMP ÓLEO DESC MANCAL 2 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3139,TEMP ÓLEO DESC MANCAL 3 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH3141,TEMP ÓLEO DESC MANCAL 4 TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734TH4005,TEMP ÓLEO LUB TURBINA SAÍDA RESFRIADORES,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I734ZH4101,VIRADOR TURBINA,ENGATADO,NÃO ATUADO,ALTA,SIM,NÃO,,,
I734ZL4100,VIRADOR TURBINA,DESENGATADO,NÃO ATUADO,ALTA,NÃO,NÃO,,,
I735LH3006,NÍVEL CONDENSADOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I735LHH3003,NÍVEL CONDENSADOR,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I735LL3004,NÍVEL CONDENSADOR,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I735LLL3005,NÍVEL CONDENSADOR,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I735PH3002,PRESSÃO ABSOLUTA CONDENSADOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I735PHH3008,PRESSÃO ABSOLUTA CONDENSADOR (LOGICA 2 DE 3),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I735PVH3004,PRESSÃO ABSOLUTA CONDENSADOR,ALTISSIMA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I735PVH3005,PRESSÃO ABSOLUTA CONDENSADOR,ALTISSIMA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I735YH4001,SISTEMA LIMPEZA CONDENSADOR,FALHA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I736ESM1001,BOTÃO ABERTURA VVA QUEBRA VÁCUO COND,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I736LH4201,NÍVEL CONDENSADOR VAPOR EJETORES 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I736LH4203,NÍVEL CONDENSADOR VAPOR EJETORES 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I737EMD4001,EXAUSTOR 1 CVS,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I737EMD4002,EXAUSTOR 2 CVS,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I737EML4001,EXAUSTOR 1 CVS,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I737EML4002,EXAUSTOR 2 CVS,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I737EMT4001,EXAUSTOR 1 CVS,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I737EMT4002,EXAUSTOR 2 CVS,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I737LH4001,NÍVEL CONDENSADOR VAPOR SELAGEM,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I737MEX4001S,EXAUSTOR 1 CVS PARTIDA STAND BY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I737MEX4002S,EXAUSTOR 2 CVS PARTIDA STAND BY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I737PL4001,PRESSÃO VAPOR SELAGEM TURBINA,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I737TH3002,TEMP VAPOR SELAGEM TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742DPH3023,PRES DIF FILTRO ADM 2º EST BBA COND 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742DPH3025,PRES DIF FILTRO ADM 2º EST BBA COND 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742DPL3011,PRES DIF COND E/S RESFR H2/ ÁGUA ESTATOR,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742DTH3032,TEMP DIF PIST BAL/SUCÇÃO 2º EST BBA COND 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742DTH3033,TEMP DIF PIST BAL/SUCÇÃO 2º EST BBA COND 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742EMD1001,BOMBA CONDENSADO 1,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I742EMD1002,BOMBA CONDENSADO 2,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I742EML1001,BOMBA CONDENSADO 1,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I742EML1002,BOMBA CONDENSADO 2,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I742EMS1001,BOMBA CONDENSADO 1 - PARTIDA STANDBY,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742EMS1002,BOMBA CONDENSADO 2 - PARTIDA STANDBY,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742EMT1001,BOMBA CONDENSADO 1,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742EMT1002,BOMBA CONDENSADO 2,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742ESM3005,POLIDORA 1 - ISOLADO PARA MANUTENÇÃO,PRESENTE,AUSENTE,BAIXA,NÃO,NÃO,,,
I742ESM3005A,VVA BY-PASS POLIDORA,ABERTA,NÃO ABERTA,ALTA,SIM,NÃO,,,
I742FL1003,VAZÃO ÁGUA RESFR MANCAL ESC BBA COND 1,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742FL1004,VAZÃO ÁGUA RESFR MANCAL ESC BBA COND 2,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742FL3002,VAZÃO CONDENSADO BAIXA PRESSÃO,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742FVL3001,VAZÃO CONDENSADO BAIXA PRESSÃO,MUITO BAIXA,NORMALIZADO,ALTA,SIM,NÃO,,,
I742FVL3002,VAZÃO CONDENSADO BAIXA PRESSÃO,MUITO BAIXA,NORMALIZADO,ALTA,SIM,NÃO,,,
I742LL1003,NÍVEL ÓLEO MANCAL ESCORA BB CONDENSADO 1,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742LL1004,NÍVEL ÓLEO MANCAL ESCORA BB CONDENSADO 2,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742MBB1002,COMANDO FECHAR VVA DESC BBAS CONDENSADO,ATUADO,NÃO ATUADO,MEDIA,SIM,NÃO,,,
I742PH3031,PRES DESC PISTÃO BALANÇO BB CONDENSADO 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742PH3032,PRES DESC PISTÃO BALANÇO BB CONDENSADO 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742PL3021,PRES ADMISSÃO 2º ESTÁGIO BBAS CONDENSADO,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742PL5001,BBA CONDENSADO 1 - VAZAM ÁGUA RESF MOT,, ,,,,,,
I742PL5002,BBA CONDENSADO 2 - VAZAM ÁGUA RESF MOT,,,,,,,,
I742PLL3022A,PRES ADMISSÃO 2º ESTÁGIO BBAS CONDENSADO,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742PLL3022B,PRES ADMISSÃO 2º ESTÁGIO BBAS CONDENSADO,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742TH3001,TEMP COND ENTRADA POLIDORAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3005,TEMP COND ENTR RESFR H2/ÁGUA ESTATOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3036,TEMP MANCAL ESCORA BBA CONDENSADO 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3038,TEMP MANCAL ESCORA BBA CONDENSADO 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3040,TEMP MANCAIS MOTOR BBA CONDENSADO 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3042,TEMP MANCAIS MOTOR BBA CONDENSADO 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3044,TEMP ENROL MOTOR BBA CONDENSADO 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742TH3045,TEMP ENROL MOTOR BBA CONDENSADO 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742THH3036,TEMP MANCAL ESCORA BBA CONDENSADO 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742THH3038,TEMP MANCAL ESCORA BBA CONDENSADO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742THH3040,TEMP MANCAL INF MOTOR BBA CONDENSADO 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742THH3042,TEMP MANCAL INF MOTOR BBA CONDENSADO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742THH3046,TEMP MANCAL SUP MOTOR BBA CONDENSADO 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742THH3048,TEMP MANCAL SUP MOTOR BBA CONDENSADO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I742ZH1001,VVA DESC 1º ESTÁGIO BB CONDENSADO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I742ZH1002,VVA DESC 1º ESTÁGIO BB CONDENSADO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I742ZH1011,VVA ADM 1º ESTÁGIO BBA CONDENSADO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I742ZH1012,VVA ADM 1º ESTÁGIO BBA CONDENSADO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I742ZL3005,VVA BY-PASS POLIDORA,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I742ZM1001,VVA DESC 1º ESTÁGIO BBA CONDENSADO 1,NÃO ABERTA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742ZM1002,VVA DESC 1º ESTÁGIO BBA CONDENSADO 2,NÃO ABERTA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742ZM1011,VVA ADM 1º ESTÁGIO BBA CONDENSADO 1,NÃO ABERTA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I742ZM1012,VVA ADM 1º ESTÁGIO BBA CONDENSADO 2,NÃO ABERTA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744AH5001NA,SÓDIO CONDENSADO SAÍDA POLIDORA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744AH5001SI,SILICA CONDENSADO SAÍDA POLIDORA,,,,,,,,
I744DPH5003,PRESSÃO DIFERENCIAL POLIDORA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744DPH5004,PRESSÃO DIFERENCIAL POLIDORA 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744DPH5005,PRESSÃO DIFERENCIAL POLIDORA 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744DPH5006,PRESSÃO DIFER FILTRO RESINA POLIDORA 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744DPH5007,PRESSÃO DIFER FILTRO RESINA POLIDORA 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744DPHH5004,PRESSÃO DIFERENCIAL POLIDORA 1,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744DPHH5005,PRESSÃO DIFERENCIAL POLIDORA 2,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744EMD5001,BOMBA 1 RECIRCULAÇÃO POLIDORA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I744EMD5002,BOMBA 2 RECIRCULAÇÃO POLIDORA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I744EML5001,BOMBA 1 RECIRCULAÇÃO POLIDORA,LIGADO,DESLIGADO,BAIXA,NÃO,NÃO,,,
I744EML5002,BOMBA 2 RECIRCULAÇÃO POLIDORA,LIGADO,DESLIGADO,BAIXA,NÃO,NÃO,,,
I744ESM3005,POLIDORA 2 - ISOLADO PARA MANUTENÇÃO,PRESENTE,AUSENTE,BAIXA,NÃO,NÃO,,,
I744FL5002,VAZÃO CONDENSADO POLIDORA 1,BAIXO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744FQH5002,POLIDORA 1 - QUANTIDADE COND TRATADO,ALTO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744FQH5003,POLIDORA 2 - QUANTIDADE COND TRATADO,ALTO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744TRIP0001,SISTEMA POLIMENTO CONDENSADO,FALHA,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U001XA15,POLIDORA 1 BOTÃO PARTIDA MESA COMANDO,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U001XU04,POLIDORA 1,OPER,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U001XU06,FALHA NA PARTIDA AUTOMATICA POLIDORA 2,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U001XU09,POLIDORA 1,NOPE,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U001XV05,POLIDORA 1 EXAURIDA,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U001YA16,POLIDORA 1 - PARADA MANUAL MESA COMANDO,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U002XA15,POLIDORA 2 BOTÃO PARTIDA MESA COMANDO,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U002XU03,POLIDORA 1 - CORREÇÃO PRESSÃO OPCP,FALHA,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U002XU04,POLIDORA 1 - CORREÇÃO PRESSÃO OPCP,OPER,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U003XU04,POLIDORA 2,OPER,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U003XU05,POLIDORA 2  EXAURIDA,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U003XU06,FALHA NA PARTIDA AUTOMATICA POLIDORA 1,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U003XU09,POLIDORA 2,NOPE,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U003YA16,POLIDORA 2 - PARADA MANUAL MESA COMANDO,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U004XU03,POLIDORA 2 - CORREÇÃO PRESSÃO OPCP,FALHA,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U004XU04,POLIDORA 2 - CORREÇÃO PRESSÃO OPCP,OPER,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U201XV07,POLIDORA 1 - COMANDO TRANSF RESINA,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV01,POLIDORA 1 EXAURIDA (CONDUTIVIDADE ALTA),PRES,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV04,POLIDORA 2 EXAURIDA (CONDUTIVIDADE ALTA),PRES,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV06,VVA RECIRCULAÇÃO ENTRADA POLIDORA,VVNA,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV07,VVA RECIRCULAÇÃO SAÍDA POLIDORA,ATUADO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV09,POLIDORA 1 - TRANSFERÊNCIA RESINA,OPER,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV10,POLIDORA 2 - TRANSFERÊNCIA RESINA,OPER,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV11,POLIDORA 1 - TRANSFERÊNCIA RESINA,FALHA,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV12,POLIDORA 2 - TRANSFERÊNCIA RESINA,FALHA,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV17,VAZÃO CONDENSADO POLIDORA 2,BAIXO,NORMALIZADO,BAIXA,NÃO,NÃO,,,
I744U203XV18,BBA 1 RECIRC POLIDORA,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I744U203XV19,BBA 2 RECIRC POLIDORA,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745EMD1201,BBA 1 DRENO AQUEC BP3,DESLIGADO, LIGADO,BAIXA,NÃO,NÃO,,,
I745EMD1202,BBA 2 DRENO AQUEC BP3,DESLIGADO, LIGADO,BAIXA,NÃO,NÃO,,,
I745EML1201,BBA 1 DRENO AQUEC BP3,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I745EML1202,BBA 2 DRENO AQUEC BP3,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I745EMS1201,BBA 1 DRENO AQUEC BP3 - PARTIDA STANDBY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745EMS1202,BBA 2 DRENO AQUEC BP3 - PARTIDA STANDBY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745EMT1201,BBA 1 DRENO AQUEC BP3,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I745EMT1202,BBA 2 DRENO AQUEC BP3,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I745FLL3203,VAZÃO BBA 1 DRENO AQUEC BP3,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I745FLL3206,VAZÃO BBA 2 DRENO AQUEC BP3,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I745LH3204,NÍVEL AQUECEDOR BP4,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745LH3206,NÍVEL ZONA DE SUPERAQUECIMENTO AQUEC BP4,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745LH3210,NÍVEL AQUECEDOR BP3,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745LH3217,NÍVEL AQUECEDOR BP2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745LH3222,NÍVEL AQUECEDOR BP1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I745LHH3202,NÍVEL AQUECEDOR BP4,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I745LHH3209,NÍVEL AQUECEDOR BP3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I745LHH3216,NÍVEL AQUECEDOR BP2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
