TAG,DESCRIÇÃO,ENTRADA,SAÍDA,SEVERIDADE,ALARME,Invertido,,,
I753THH3069,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO PRIM LADO RODA PRIMÁRIA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3071,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO SAÍDA LADO RODA SEC,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3073,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO SAÍDA LADO MANCAL ESCORA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3075,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 MANCAL ESCORA EIXO SAÍDA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3077,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO ACIONADO LADO VOITH,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3079,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO ACIONADO LADO BOMBA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3082,TEMP ÓLEO SERVIÇO ENTR RESF BBA ALIM 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3086,TEMP ÓLEO LUB ENTR RESF BBA ALIM 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3112,TEMP ÁGUA SELAGEM BOMBA ALIMENTAÇÃO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3121,TEMP ÓLEO MANCAL ESCORA BOOSTER BB ALIM 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3123,TEMP ÓLEO MANCAL LNA BOOSTER BBA ALIM 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3125,TEMP ÓLEO MANCAL LA BOOSTER BBA ALIM 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3131,TEMP ÓLEO MANCAL LA BOMBA ALIMENTAÇÃO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3133,TEMP ÓLEO MANCAL LNA BOMBA ALIMENTAÇÃO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3135,TEMP METAL MANCAL ESCORA BBA ALIM 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3141,TEMP ÓLEO MANCAL MOTOR BBA ALIM 2 (LADO BOOSTER),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3143,TEMP ÓLEO MANCAL MOTOR BBA ALIM 2 (LADO VOITH),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3161,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADOR LADO MOTOR,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3163,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADOR LADO VOITH,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3165,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 MANCAL ESCORA EIXO PRIMÁRIO ,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3167,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO PRIM LADO MANCAL ESCORA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3169,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO PRIM LADO RODA PRIMÁRIA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3171,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO SAÍDA LADO RODA SEC,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3173,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO SAÍDA LADO MANCAL ESCORA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3175,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 MANCAL ESCORA EIXO SAÍDA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3177,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADO LADO VOITH,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3179,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADO LADO BOMBA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3182,TEMP ÓLEO SERVIÇO ENTR RESF BBA ALIM 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3186,TEMP ÓLEO LUB ENTR RESF BBA ALIM 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3212,TEMP ÁGUA SELAGEM BOMBA ALIMENTAÇÃO 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3221,TEMP ÓLEO MANCAL ESCORA BOOSTER BB ALIM 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3223,TEMP ÓLEO MANCAL LNA BOOSTER BB ALIM 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3225,TEMP ÓLEO MANCAL LA BOOSTER BB ALIM 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3231,TEMP ÓLEO MANCAL LA BOMBA ALIMENTAÇÃO 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3233,TEMP ÓLEO MANCAL LNA BOMBA ALIMENTAÇÃO 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3235,TEMP METAL MANCAL ESCORA BBA ALIM 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3241,TEMP ÓLEO MANCAL MOTOR BBA ALIM 3 (LADO BOOSTER),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3243,TEMP ÓLEO MANCAL MOTOR BBA ALIM 3 (LADO VOITH),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3261,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADOR LADO MOTOR,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3263,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADOR LADO VOITH,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3265,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 MANCAL ESCORA EIXO PRIMÁRIO ,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3267,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO PRIM LADO MANCAL ESCORA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3269,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO PRIM LADO RODA PRIMÁRIA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3271,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO SAÍDA LADO RODA SEC,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3273,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO SAÍDA LADO MANCAL ESCORA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3275,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 MANCAL ESCORA EIXO SAÍDA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3277,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADO LADO VOITH,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3279,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADO LADO BOMBA,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753THH3286,TEMP ÓLEO LUB ENTR RESF BBA ALIM 3,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753U100XV07,NENHUMA BOMBA ALIMENTAÇÃO EM STANDBY,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I753ZH2004,DESLOCAMENTO AXIAL POS BBA ALIMENTAÇÃO 1,,,,,,,,
I753ZH2005,DESLOCAMENTO AXIAL NEG BBA ALIMENTAÇÃO 1,,,,,,,,
I753ZH2019,VV ISOL ÁGUA CICLO FECHADO BOMBA ALIM 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I753ZH2104,DESLOCAMENTO AXIAL POS BBA ALIMENTAÇÃO 2,,,,,,,,
I753ZH2105,DESLOCAMENTO AXIAL NEG BBA ALIMENTAÇÃO 2,,,,,,,,
I753ZH2119,VV ISOL ÁGUA CICLO FECHADO BOMBA ALIM 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I753ZH2204,DESLOCAMENTO AXIAL POS BBA ALIMENTAÇÃO 3,,,,,,,,
I753ZH2205,DESLOCAMENTO AXIAL NEG BBA ALIMENTAÇÃO 3,,,,,,,,
I753ZH2219,VV ISOL ÁGUA CICLO FECHADO BOMBA ALIM 3,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I753ZL2013,VVA BYPASS FILTROS MAGNÉTICOS LNA BBA ALIM 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I753ZL2015,VVA BYPASS FILTROS MAGNÉTICOS LA BBA ALIM 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I753ZL2113,VVA BYPASS FILTROS MAGNÉTICOS LNA BBA ALIM 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I753ZL2115,VVA BYPASS FILTROS MAGNÉTICOS LA BBA ALIM 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I753ZL2213,VVA BYPASS FILTROS MAGNÉTICOS LNA BBA ALIM 3,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I753ZL2215,VVA BYPASS FILTROS MAGNÉTICOS LA BBA ALIM 3,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I753ZM2025,VVA BYPASS FILTRO MAGNÉTICO BBA ALIM 1,NÃO FECHADA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I753ZM2051,VV ISOL CICLO FECHADO BB ALIM 1,NÃO ABERTA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I753ZM2125,VVA BYPASS FILTRO MAGNÉTICO BBA ALIM 2,NÃO FECHADA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I753ZM2151,VV ISOL CICLO FECHADO BB ALIM 2,NÃO ABERTA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I753ZM2225,VVA BYPASS FILTRO MAGNÉTICO BBA ALIM 3,NÃO FECHADA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I753ZM2251,VV ISOL CICLO FECHADO BB ALIM 3,NÃO ABERTA,NORMALIZADA,MEDIA,SIM,NÃO,,,
I754LH4205,NÍVEL AQUECEDOR AP 2/1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4207,NÍVEL AQUECEDOR AP 2/1 / ZONA DSH,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4212,NÍVEL AQUECEDOR AP 2/2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4214,NÍVEL AQUECEDOR AP 2/2 / ZONA DSH,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4219,NÍVEL AQUECEDOR AP 1/1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4221,NÍVEL AQUECEDOR AP 1/1 / ZONA DSH,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4226,NÍVEL AQUECEDOR AP 1/2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LH4228,NÍVEL AQUECEDOR AP 1/2 / ZONA DSH,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LHH4204,NÍVEL AQUECEDOR AP 2/1,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LHH4211,NÍVEL AQUECEDOR AP 2/2,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LHH4218,NÍVEL AQUECEDOR AP 1/1,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LHH4225,NÍVEL AQUECEDOR AP 1/2,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LL4206,NÍVEL AQUECEDOR AP 2/1,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LL4213,NÍVEL AQUECEDOR AP 2/2,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LL4220,NÍVEL AQUECEDOR AP 1/1,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LL4227,NÍVEL AQUECEDOR AP 1/2,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LVH4203,NÍVEL AQUECEDOR AP 2/1,ALTISSIMO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LVH4210,NÍVEL AQUECEDOR AP 2/2,ALTISSIMO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LVH4217,NÍVEL AQUECEDOR AP 1/1,ALTISSIMO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754LVH4224,NÍVEL AQUECEDOR AP 1/2,ALTISSIMO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I754ZH4003,VV ISOL VAPOR RH FRIO P/AQUEC AP 2/1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I754ZH4006,VV ISOL VAPOR RH FRIO P/AQUEC AP 2/2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I754ZH4013,VV ISOL VAPOR EXTR TURB MP P/AQUEC AP 1/1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I754ZH4016,VV ISOL VAPOR EXTR TURB MP P/AQUEC AP 1/2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I754ZL4005,VV ISOL VAPOR RH FRIO P/AQUEC AP 2/1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I754ZL4006,VV ISOL VAPOR RH FRIO P/AQUEC AP 2/2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I754ZL4007,VV ISOL VAPOR EXTR TURB MP P/AQUEC AP 1/1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I754ZL4016,VV ISOL VAPOR EXTR TURB MP P/AQUEC AP 1/2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I755DIH3003,MEDIÇÃO VAZÃO ÁGUA ALIM ENTR ECO,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I755FL3004,VAZÃO ÁGUA ALIMENTAÇÃO ENTRADA ECO,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I755FLL3005,VAZÃO ÁGUA ALIMENTAÇÃO ENTRADA ECO,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I760BI1001,BU2 - SOBRECORRENTE DJ ALIM NORMAL 152/U2 (172) (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1003,DJ 152/1T - ALIMENTAÇÃO BT1 - RELÉ SOBRECORRENTE,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1004,DJ 152/1T - ALIMENTAÇÃO BT1 - RELÉ SENSOR DE TERRA,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1005,DJ 152/2T - ALIMENTAÇÃO BT2 - RELÉ SOBRECORRENTE,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1006,DJ 152/2T - ALIMENTAÇÃO BT2 - RELÉ SENSOR DE TERRA,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1014,DJ 152/1C - ALIMENTAÇÃO BC1 - RELÉ SOBRECORRENTE,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1016,DJ 152/1C - ALIMENTAÇÃO BC1 - RELÉ SENSOR DE TERRA,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1017,DJ 152/2C - ALIMENTAÇÃO BC2 - RELÉ SOBRECORRENTE,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1018,DJ 152/2C - ALIMENTAÇÃO BC2 - RELÉ SENSOR DE TERRA,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1019,TB1 - CONTATOR ALIMENTAÇÃO 6/B1 - FUSÍVEL QUEIMADO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1020,TB1 - RELÉ SENSOR DE TERRA INSTANTÂNEO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1021,TB2 - CONTATOR ALIMENTAÇÃO 6/B2 - FUSÍVEL QUEIMADO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1022,TB2 - RELÉ SENSOR DE TERRA INSTANTÂNEO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1030,FALTA TENSÃO AUXILIAR RELÉ PROTEÇÃO FIO PILOTO F85.1 - LINHA UTLC1 - GERADOR,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1031,FALTA TENSÃO AUXILIAR RELÉ PROTEÇÃO FIO PILOTO F85.2 - LINHA UTLC2 - TSG,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1035,TC1 - CONTATOR ALIMENTAÇÃO 6/C1 - FUSÍVEL QUEIMADO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1036,TC1 - RELÉ SENSOR DE TERRA INSTANTÂNEO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1037,TC2 - CONTATOR ALIMENTAÇÃO 6/C2 - FUSÍVEL QUEIMADO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1038,TC2 - RELÉ SENSOR DE TERRA INSTANTÂNEO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1039,TB1 - TEMP ÓLEO 2º ESTÁGIO - 95°C,MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1040,TB1 - RELE BUCHHOLZ  2° ESTAGIO/VV ALIVIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1041,TB1 - NÍVEL ÓLEO 2° ESTÁGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1042,TB2 - TEMP ÓLEO 2º ESTÁGIO - 95°C,MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1043,TB2 - RELE BUCHHOLZ  2° ESTAGIO/VV ALIVIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1044,TB2 - NÍVEL ÓLEO 2° ESTÁGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1045,TC1 - TEMP ÓLEO 2º ESTÁGIO - 95°C,MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1046,TC1 - RELE BUCHHOLZ  2° ESTAGIO/VV ALIVIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1047,TC1 - NÍVEL ÓLEO 2° ESTÁGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1048,TC2 - TEMP ÓLEO 2º ESTÁGIO - 95°C,MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1049,TC2 - RELE BUCHHOLZ  2° ESTAGIO/VV ALIVIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1050,TC2 - NÍVEL ÓLEO 2° ESTÁGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1051,TB1 - TEMP ÓLEO 1º ESTÁGIO - 85°C,ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1052,TB1 - RELE BUCHHOLZ  1° ESTAGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1054,TB2 - TEMP ÓLEO 1º ESTÁGIO - 85°C,ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1055,TB2 - RELE BUCHHOLZ  1° ESTAGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1057,TC1 - TEMP ÓLEO 1º ESTÁGIO - 85°C,ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1058,TC1 - RELE BUCHHOLZ  1° ESTAGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1060,TC2 - TEMP ÓLEO 1º ESTÁGIO - 85°C,ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1061,TC2 - RELE BUCHHOLZ  1° ESTAGIO,ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1063,BU1 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1066,BU2 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1069,BT1 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1072,BT2 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1075,BC1 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1077,BC2 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1079,BEM1 - RELE SOBRECORRENTE DJ ALIM NORMAL 52/1E (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1080,PROTEÇÃO DISJUNTORES ALIMENT. CCM'S BB11 / BB12 / BB13 / BB14 - ALIMENT. VIA BB1,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1084,PROTEÇÃO DISJUNTORES ALIMENT. CCM'S BB11 / BB12 / BB13 / BB14 - ALIMENT. VIA BB2,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1089,PROTEÇÃO DISJUNTORES ALIMENT. CCM'S BC12 / BC15 - ALIMENT. VIA BC11,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1091,PROTEÇÃO DISJUNTORES ALIMENT. CCM'S BC14 / BC22 - ALIMENT. VIA BC21,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1094,BB1 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1097,BB2 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1100,BC11 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1102,BC21 - RELE SUBTENSAO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1105,DJ 52/B1 - ALIMENT NORMAL BB1 - SUBTENSÃO CA ENTRADA / SOBRECORRENTE ,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1108,DJ 52/B2 - ALIMENT NORMAL BB2 - SUBTENSÃO CA ENTRADA / SOBRECORRENTE ,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1111,DJ 52/C1 - ALIMENT NORMAL BC11 - SUBTENSÃO CA ENTRADA / SOBRECORRENTE ,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1114,DJ 52/C2 - ALIMENT NORMAL BC21 - SUBTENSÃO CA ENTRADA / SOBRECORRENTE ,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1116,DJ 52/IC - INTERLIGAÇÃO BC11/BC21 - SOBRECORRENTE ,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1117,CCM 480V TURBOALTERNADOR BB11,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1118,CCM 480V TURBOALTERNADOR BB12,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1119,CCM 480V MOINHOS BB13,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1120,CCM 480V CALDEIRA BB14,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1121,CCM 480V CINZA LEVE BC12,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1122,CCM 480V SILO BC13,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1123,CCM 480V CINZA PESADA BC14,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1124,CCM 480V PRECIPITADOR 1 BC15,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1125,CCM 480V PRECIPITADOR 2 BC22,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1126,CCM 480V TORRE BT11,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1127,BEM1 / BEM2 - RELÉ SUBTENSÃO BARRAMENTO,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1128,CUBÍCULOS 6.3KV SERV. UNIDADE BU1,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1129,CUBÍCULOS 6.3KV SERV. UNIDADE BU2,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1130,CUBÍCULOS 480V SERV. UNIDADE BB1,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1131,CUBÍCULOS 480V SERV. UNIDADE BB2,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1132,CUBICULOS 480V SERV. ESSENCIAIS BEM1/BEM2,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1134,CUBÍCULOS 6.3KV TORRE BT1,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1135,CUBÍCULOS 6.3KV TORRE BT2,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1136,CUBÍCULOS 6.3KV MANUSEIO CINZA BC1,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1137,CUBÍCULOS 6.3KV MANUSEIO CINZA BC2,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1138,CUBÍCULOS 480V MANUSEIO CINZA BC11/BC21,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I760BI1140,COMUTAÇÃO RÁRIDA (CHANGE-OVER) BU1-BSG ,BLOQUEADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1141,COMUTAÇÃO RÁRIDA (CHANGE-OVER) BU2-BSG ,BLOQUEADO,NORMALIZADO,ALTA,SIM,SIM,,,
I760BI1142,COMUTAÇÃO RÁRIDA (CHANGE-OVER) BU1-BSG ,DESLIGADA,LIGADA,ALTA,SIM,SIM,,,
