TAG,DESCRICAO,Min,Max,UNIDADE,LL,L,H,HH
I783VTA2105,VIBRAÇÃO MANCAL LA X BOMBA 2 AGUA CIRCULAÇÃO,,,,,,,
I783VTA2106,VIBRAÇÃO MANCAL LA Y BOMBA 2 AGUA CIRCULAÇÃO,,,,,,,
I783VTA3101,VIBRAÇÃO MANCAL LA X MOTOR BOMBA 3 AGUA CIRCULAÇÃO,,,,,,,
I783VTA3102,VIBRAÇÃO MANCAL LA Y MOTOR BOMBA 3 AGUA CIRCULAÇÃO,,,,,,,
I783VTA3103,VIBRAÇÃO MANCAL LNA X MOTOR BOMBA 3 AGUA CIRCULAÇÃO,,,,,,,
I783VTA3104,VIBRAÇÃO MANCAL LNA Y MOTOR BOMBA 3 AGUA CIRCULAÇÃO,,,,,,,
I783VTA3105,VIBRAÇÃO MANCAL LA X BOMBA 3 AGUA CIRCULAÇÃO,,,,,,,
I783VTA3106,VIBRAÇÃO MANCAL LA Y BOMBA 3 AGUA CIRCULAÇÃO,,,,,,,
I784DPT3020,PRESSÃO DIFERENCIAL ÁGUA CICLO FECHADO,0,6,BAR,,"3,4",5,
I784LT1001,NÌVEL TANQUE PIEZOMÈTRICO,0,2000,mm,1220,1300,1750,
I785TE1011,TEMP MANCAL LNA MOTOR VENTILADOR 1 TORRE,0,150,°C,,,80,90
I785TE1012,TEMP MANCAL LA MOTOR VENTILADOR 1 TORRE,0,150,°C,,,80,90
I785TE1016,TEMP ENROLAMENTO MOTOR VENTILADOR 1 TORRE,0,200,°C,,,110,
I785TE1021,TEMP MANCAL LNA MOTOR VENTILADOR 2 TORRE,0,150,°C,,,80,90
I785TE1022,TEMP MANCAL LA MOTOR VENTILADOR 2 TORRE,0,150,°C,,,80,90
I785TE1026,TEMP ENROLAMENTO MOTOR VENTILADOR 2 TORRE,0,200,°C,,,110,
I785TE1031,TEMP MANCAL LNA MOTOR VENTILADOR 3 TORRE,0,150,°C,,,80,90
I785TE1032,TEMP MANCAL LA MOTOR VENTILADOR 3 TORRE,0,150,°C,,,80,90
I785TE1036,TEMP ENROLAMENTO MOTOR VENTILADOR 3 TORRE,0,200,°C,,,110,
I785TE1041,TEMP MANCAL LNA MOTOR VENTILADOR 4 TORRE,0,150,°C,,,80,90
I785TE1042,TEMP MANCAL LA MOTOR VENTILADOR 4 TORRE,0,150,°C,,,80,90
I785TE1046,TEMP ENROLAMENTO MOTOR VENTILADOR 4 TORRE,0,200,°C,,,110,
I785TE1051,TEMP MANCAL LNA MOTOR VENTILADOR 5 TORRE,0,150,°C,,,80,90
I785TE1052,TEMP MANCAL LA MOTOR VENTILADOR 5 TORRE,0,150,°C,,,80,90
I785TE1056,TEMP ENROLAMENTO MOTOR VENTILADOR 5 TORRE,0,200,°C,,,110,
I785TE1061,TEMP MANCAL LNA MOTOR VENTILADOR 6 TORRE,0,150,°C,,,80,90
I785TE1062,TEMP MANCAL LA MOTOR VENTILADOR 6 TORRE,0,150,°C,,,80,90
I785TE1066,TEMP ENROLAMENTO MOTOR VENTILADOR 6 TORRE,0,200,°C,,,110,
I785TE1071,TEMP MANCAL LNA MOTOR VENTILADOR 7 TORRE,0,150,°C,,,80,90
I785TE1072,TEMP MANCAL LA MOTOR VENTILADOR 7 TORRE,0,150,°C,,,80,90
I785TE1076,TEMP ENROLAMENTO MOTOR VENTILADOR 7 TORRE,0,200,°C,,,110,
I785TE1081,TEMP MANCAL LNA MOTOR VENTILADOR 8 TORRE,0,150,°C,,,80,90
I785TE1082,TEMP MANCAL LA MOTOR VENTILADOR 8 TORRE,0,150,°C,,,80,90
I785TE1086,TEMP ENROLAMENTO MOTOR VENTILADOR 8 TORRE,0,200,°C,,,110,
I785TE1091,TEMP MANCAL LNA MOTOR VENTILADOR 9 TORRE,0,150,°C,,,80,90
I785TE1092,TEMP MANCAL LA MOTOR VENTILADOR 9 TORRE,0,150,°C,,,80,90
I785TE1096,TEMP ENROLAMENTO MOTOR VENTILADOR 9 TORRE,0,200,°C,,,110,
I785TE1101,TEMP MANCAL LNA MOTOR VENTILADOR 10 TORRE,0,150,°C,,,80,90
I785TE1102,TEMP MANCAL LA MOTOR VENTILADOR 10 TORRE,0,150,°C,,,80,90
I785TE1106,TEMP ENROLAMENTO MOTOR VENTILADOR 10 TORRE,0,200,°C,,,110,
I785TE1111,TEMP MANCAL LNA MOTOR VENTILADOR 11 TORRE,0,150,°C,,,80,90
I785TE1112,TEMP MANCAL LA MOTOR VENTILADOR 11 TORRE,0,150,°C,,,80,90
I785TE1116,TEMP ENROLAMENTO MOTOR VENTILADOR 11 TORRE,0,200,°C,,,110,
I785TE1121,TEMP MANCAL LNA MOTOR VENTILADOR 12 TORRE,0,150,°C,,,80,90
I785TE1122,TEMP MANCAL LA MOTOR VENTILADOR 12 TORRE,0,150,°C,,,80,90
I785TE1126,TEMP ENROLAMENTO MOTOR VENTILADOR 12 TORRE,0,200,°C,,,110,
I785VT1101,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 1 TORRE,8,40,mm/seg RMS,,,,
I785VT1102,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 1 TORRE,8,40,mm/seg RMS,,,,
I785VT1201,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 2 TORRE,8,40,mm/seg RMS,,,,
I785VT1202,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 2 TORRE,8,40,mm/seg RMS,,,,
I785VT1301,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 3 TORRE,8,40,mm/seg RMS,,,,
I785VT1302,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 3 TORRE,8,40,mm/seg RMS,,,,
I785VT1401,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 4 TORRE,8,40,mm/seg RMS,,,,
I785VT1402,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 4 TORRE,8,40,mm/seg RMS,,,,
I785VT1501,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 5 TORRE,8,40,mm/seg RMS,,,,
I785VT1502,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 5 TORRE,8,40,mm/seg RMS,,,,
I785VT1601,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 6 TORRE,8,40,mm/seg RMS,,,,
I785VT1602,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 6 TORRE,8,40,mm/seg RMS,,,,
I785VT1701,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 7 TORRE,8,40,mm/seg RMS,,,,
I785VT1702,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 7 TORRE,8,40,mm/seg RMS,,,,
I785VT1801,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 8 TORRE,8,40,mm/seg RMS,,,,
I785VT1802,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 8 TORRE,8,40,mm/seg RMS,,,,
I785VT1901,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 9 TORRE,8,40,mm/seg RMS,,,,
I785VT1902,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 9 TORRE,8,40,mm/seg RMS,,,,
I785VT2001,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 10 TORRE,8,40,mm/seg RMS,,,,
I785VT2002,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 10 TORRE,8,40,mm/seg RMS,,,,
I785VT2101,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 11 TORRE,8,40,mm/seg RMS,,,,
I785VT2102,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 11 TORRE,8,40,mm/seg RMS,,,,
I785VT2201,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 12 TORRE,8,40,mm/seg RMS,,,,
I785VT2202,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 12 TORRE,8,40,mm/seg RMS,,,,
I785VTA1101,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 1 TORRE,,,,,,,
I785VTA1102,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 1 TORRE,,,,,,,
I785VTA1201,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 2 TORRE,,,,,,,
I785VTA1202,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 2 TORRE,,,,,,,
I785VTA1301,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 3 TORRE,,,,,,,
I785VTA1302,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 3 TORRE,,,,,,,
I785VTA1401,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 4 TORRE,,,,,,,
I785VTA1402,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 4 TORRE,,,,,,,
I785VTA1501,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 5 TORRE,,,,,,,
I785VTA1502,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 5 TORRE,,,,,,,
I785VTA1601,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 6 TORRE,,,,,,,
I785VTA1602,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 6 TORRE,,,,,,,
I785VTA1701,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 7 TORRE,,,,,,,
I785VTA1702,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 7 TORRE,,,,,,,
I785VTA1801,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 8 TORRE,,,,,,,
I785VTA1802,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 8 TORRE,,,,,,,
I785VTA1901,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 9 TORRE,,,,,,,
I785VTA1902,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 9 TORRE,,,,,,,
I785VTA2001,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 10 TORRE,,,,,,,
I785VTA2002,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 10 TORRE,,,,,,,
I785VTA2101,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 11 TORRE,,,,,,,
I785VTA2102,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 11 TORRE,,,,,,,
I785VTA2201,VIBRAÇÃO MANCAL EIXO ENTRADA CAIXA REDUTORA CELULA 12 TORRE,,,,,,,
I785VTA2202,VIBRAÇÃO MANCAL EIXO SAÍDA CAIXA REDUTORA CELULA 12 TORRE,,,,,,,
I786PT1001,PRESSÃO ÁGUA SERVIÇO,0,10,bar,3,"4,5",,
I791PT6003,PRESSÃO AR COMANDO,0,15,bar,,"5,5",,
I791PT6004,PRESSÃO AR SERVIÇO,0,15,bar,,"5,7",,
I796PT3003,PRESSÃO VAPOR AUXILIAR CALDEIRA,0,16,bar,,,,
I796PT3011,PRESSÃO VAPOR AUXILIAR MOINHOS,0,16,bar,,,,
I796PT3504,PRESSÃO VAPOR AUXILIAR TURBINA E CICLO TÉRMICO,0,16,bar,,9,"13,5",
I796PT3505,TEMPERATURA VAPOR AUXILIAR TURBINA E CICLO TÉRMICO,0,16,bar,,,,
I796TT3001,TEMP VAPOR AUXILIAR CALDEIRA - 1ª ATEMP,50,400,°C,,,,
I796TT3006,TEMP VAPOR AUXILIAR CALDEIRA - 2ª ATEMP,50,300,°C,,,,
I797CT5001,CONDUTIVIDADE CICLO TERMICO TRATAMENTO CONDENSADO,0,10,µS/cm,,3,6,
